시도명,시군구명,상호명,상권업종중분류명,상권업종소분류코드,상권업종소분류명,행정동명,경도,위도,지역
광주광역시,북구,바른까페,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.87744853836,35.1784885154158,북구 운암동
광주광역시,북구,일구팔팔,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.888129298713,35.1729443685639,북구 운암동
광주광역시,북구,벌크커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.874158300582,35.1790438751752,북구 운암동
광주광역시,북구,이디야커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.87124840914,35.1830549823313,북구 운암동
광주광역시,북구,SHARK,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.874566986118,35.1796606133572,북구 운암동
광주광역시,북구,청자다방,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.870916013914,35.176922487062,북구 운암동
광주광역시,북구,더좋은커피협동조합,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.890043117601,35.1726734776392,북구 운암동
광주광역시,북구,더블에잇,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.887971018851,35.174087674041,북구 운암동
광주광역시,북구,커피루덴스,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.870344853221,35.1793238517004,북구 운암동
광주광역시,북구,벌크커피운암,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.881782574311,35.1746616706153,북구 운암동
광주광역시,북구,벌크커피서,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.87093510136,35.1771299829274,북구 운암동
광주광역시,북구,로뎅다방,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.882343124567,35.1738105294893,북구 운암동
광주광역시,북구,카페자기다,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.873827465481,35.1759670849506,북구 운암동
광주광역시,북구,톰스톤,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.880021591573,35.1757901578222,북구 운암동
광주광역시,북구,달달한카페,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.874867381363,35.1737954022892,북구 운암동
광주광역시,북구,우주라이크커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.87744853836,35.1784885154158,북구 운암동
광주광역시,북구,메가MGC커피광주,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.876502943988,35.1746038010471,북구 운암동
광주광역시,북구,더벤티,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.877152953292,35.1776294618587,북구 운암동
광주광역시,북구,청자다방,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.872104651786,35.1822697434577,북구 운암동
광주광역시,북구,카페,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.870770946072,35.1770923973185,북구 운암동
광주광역시,북구,명칭없음,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.881456742385,35.1736040430426,북구 운암동
광주광역시,북구,LEPINE,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.870737664592,35.179498777319,북구 운암동
광주광역시,북구,벌크커피경신여고사거리점,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.888926222984,35.1724649332788,북구 운암동
광주광역시,북구,그래이커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.870422461264,35.1832365719487,북구 운암동
광주광역시,북구,베스트커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.872650469281,35.1801115086282,북구 운암동
광주광역시,북구,남양공간LED조명,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.880873924044,35.1712730888445,북구 운암동
광주광역시,북구,델디아,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.884100107585,35.1737726455616,북구 운암동
광주광역시,북구,운암다방,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.881193319418,35.1727993784777,북구 운암동
광주광역시,북구,카페,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.882521214084,35.1712251999625,북구 운암동
광주광역시,북구,원유로스페셜티,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.880420957045,35.175487379498,북구 운암동
광주광역시,북구,벌크커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.876279441715,35.1732947219204,북구 운암동
광주광역시,북구,컴포즈커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.871013371308,35.1817908574092,북구 운암동
광주광역시,북구,더좋은커피,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.889211976248,35.1724405124923,북구 운암동
광주광역시,북구,블룸,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.873209840372,35.1745822251735,북구 운암동
광주광역시,북구,청자다방,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.888872998058,35.1731494975163,북구 운암동
광주광역시,북구,샐러바웃,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.871525753406,35.1780819387932,북구 운암동
광주광역시,북구,하드보일드서퍼스,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.873266347249,35.1776474520398,북구 운암동
광주광역시,북구,에쏠로지,커피점/카페,Q12A01,커피전문점/카페/다방,운암3동,126.876353301497,35.1846798695986,북구 운암동
광주광역시,북구,메가엠지씨커피광주운암,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.879299569658,35.173205522464,북구 운암동
광주광역시,북구,쥬시프레소,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.87085426539,35.1766244552574,북구 운암동
광주광역시,북구,고롱고롱,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.878927979538,35.173084903994,북구 운암동
광주광역시,북구,카페,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.87372567775,35.1785711342122,북구 운암동
광주광역시,북구,요거트온,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.876279441715,35.1732947219204,북구 운암동
광주광역시,북구,해피스타데이,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.87187054381,35.1785538694573,북구 운암동
광주광역시,북구,잇샌드,커피점/카페,Q12A01,커피전문점/카페/다방,운암1동,126.875238038888,35.178765464444,북구 운암동
광주광역시,북구,달콤퐁당,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.882624076237,35.175742083042,북구 운암동
광주광역시,북구,잇츠유,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.88840487154,35.1736680055513,북구 운암동
광주광역시,북구,알뤼르,커피점/카페,Q12A01,커피전문점/카페/다방,운암2동,126.883773755947,35.172751074408,북구 운암동
