시도명,시군구명,상호명,상권업종중분류명,상권업종소분류코드,상권업종소분류명,행정동명,경도,위도,지역
광주광역시,서구,드롭탑,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.874860508564,35.1336385873451,서구 화정동
광주광역시,서구,모네커피,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.87799584974,35.137841087343,서구 화정동
광주광역시,서구,알리바바커피&도넛,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.875041606093,35.142807388195,서구 화정동
광주광역시,서구,셀렉토커피,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.878124492756,35.1268633538803,서구 화정동
광주광역시,서구,메가MGC커피,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.878418711163,35.1270102994268,서구 화정동
광주광역시,서구,카페미로,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.883295891494,35.1426583913084,서구 화정동
광주광역시,서구,카페뜰,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.86832127152,35.124095086503,서구 화정동
광주광역시,서구,커피다,커피점/카페,Q12A01,커피전문점/카페/다방,화정3동,126.877305251943,35.1401873151591,서구 화정동
광주광역시,서구,커피블로썸,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.876641927924,35.1493302517545,서구 화정동
광주광역시,서구,종돈땡큐,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.862761706335,35.1223123812143,서구 화정동
광주광역시,서구,청자다방,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.870470924553,35.1448020033191,서구 화정동
광주광역시,서구,메가24스터디카페,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.880215133716,35.1256207410979,서구 화정동
광주광역시,서구,시너지플레이스스터디카페,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866306570695,35.1190555168148,서구 화정동
광주광역시,서구,601소호,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.86139936171,35.1208753958152,서구 화정동
광주광역시,서구,빌라즈,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866729750299,35.1122629880251,서구 화정동
광주광역시,서구,카페,커피점/카페,Q12A01,커피전문점/카페/다방,화정4동,126.872572954388,35.1372048537254,서구 화정동
광주광역시,서구,비허밍스터디카페,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866262030301,35.1206866162517,서구 화정동
광주광역시,서구,카페,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.866536547529,35.1190847093184,서구 화정동
광주광역시,서구,온유,커피점/카페,Q12A01,커피전문점/카페/다방,화정2동,126.878299396914,35.1517072411867,서구 화정동
광주광역시,서구,고요한밤,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.882638701872,35.1216860009766,서구 화정동
광주광역시,서구,루틴1114,커피점/카페,Q12A01,커피전문점/카페/다방,풍암동,126.87884338454,35.1256441151496,서구 화정동
